,sender_num,platform,ave_total_time,data_num,data_size,throughput[GB/s]
365,1,GPU-MPI,0.09252,640,8,0.05277575118893212
366,1,GPU-MPI,0.092502,640,8,0.05278602084279259
367,1,GPU-MPI,0.092508,640,8,0.05278259718078436
368,1,GPU-MPI,0.092523,640,8,0.05277403996844028
369,1,GPU-MPI,0.092515,640,8,0.05277860346970761
370,1,GPU-MPI,0.092484,640,8,0.05279629449418278
371,1,GPU-MPI,0.092522,640,8,0.05277461036294071
372,1,GPU-MPI,0.092521,640,8,0.05277518076977118
373,1,GPU-MPI,0.09252,640,8,0.05277575118893212
374,1,GPU-MPI,0.092529,640,8,0.05277061786034649
375,1,GPU-MPI,0.092515,640,8,0.05277860346970761
376,1,GPU-MPI,0.092519,640,8,0.05277632162042391
377,1,GPU-MPI,0.092522,640,8,0.05277461036294071
378,1,GPU-MPI,0.092531,640,8,0.05276947725627087
379,1,GPU-MPI,0.092559,640,8,0.05275351397487008
380,1,GPU-MPI,0.092525,640,8,0.05277289921642799
381,1,GPU-MPI,0.092534,640,8,0.05276776644260488
382,1,GPU-MPI,0.092525,640,8,0.05277289921642799
383,1,GPU-MPI,0.092541,640,8,0.0527637749754163
384,1,GPU-MPI,0.092525,640,8,0.05277289921642799
385,1,GPU-MPI,0.092532,640,8,0.05276890697272295
386,1,GPU-MPI,0.092528,640,8,0.05277118818087498
387,1,GPU-MPI,0.092539,640,8,0.05276491533299474
388,1,GPU-MPI,0.092527,640,8,0.05277175851373113
389,1,GPU-MPI,0.092526,640,8,0.052772328858915335
390,1,GPU-MPI,0.09252,640,8,0.05277575118893212
391,1,GPU-MPI,0.092519,640,8,0.05277632162042391
392,1,GPU-MPI,0.092525,640,8,0.05277289921642799
393,1,GPU-MPI,0.092517,640,8,0.052777462520401656
394,1,GPU-MPI,0.092517,640,8,0.052777462520401656
395,1,GPU-MPI,0.092524,640,8,0.05277346958626951
396,1,GPU-MPI,0.092521,640,8,0.05277518076977118
397,1,GPU-MPI,0.092538,640,8,0.05276548553026865
398,1,GPU-MPI,0.092519,640,8,0.05277632162042391
399,1,GPU-MPI,0.092515,640,8,0.05277860346970761
400,1,GPU-MPI,0.092519,640,8,0.05277632162042391
401,1,GPU-MPI,0.092519,640,8,0.05277632162042391
402,1,GPU-MPI,0.092522,640,8,0.05277461036294071
403,1,GPU-MPI,0.092513,640,8,0.05277974446834499
404,1,GPU-MPI,0.092526,640,8,0.052772328858915335
405,1,GPU-MPI,0.092519,640,8,0.05277632162042391
406,1,GPU-MPI,0.092534,640,8,0.05276776644260488
407,1,GPU-MPI,0.092522,640,8,0.05277461036294071
408,1,GPU-MPI,0.09252,640,8,0.05277575118893212
409,1,GPU-MPI,0.092537,640,8,0.052766055739866216
410,1,GPU-MPI,0.09252,640,8,0.05277575118893212
411,1,GPU-MPI,0.092499,640,8,0.05278773284035503
412,1,GPU-MPI,0.092519,640,8,0.05277632162042391
413,1,GPU-MPI,0.092525,640,8,0.05277289921642799
414,1,GPU-MPI,0.092517,640,8,0.052777462520401656
415,1,GPU-MPI,0.09251,640,8,0.05278145605880446
416,1,GPU-MPI,0.092516,640,8,0.05277803298888841
417,1,GPU-MPI,0.092514,640,8,0.05277917396285967
418,1,GPU-MPI,0.092515,640,8,0.05277860346970761
419,1,GPU-MPI,0.092518,640,8,0.052776892064246954
420,1,GPU-MPI,0.092516,640,8,0.05277803298888841
421,1,GPU-MPI,0.092525,640,8,0.05277289921642799
422,1,GPU-MPI,0.092527,640,8,0.05277175851373113
423,1,GPU-MPI,0.092532,640,8,0.05276890697272295
424,1,GPU-MPI,0.092539,640,8,0.05276491533299474
425,1,GPU-MPI,0.092533,640,8,0.052768336701501085
426,1,GPU-MPI,0.09253,640,8,0.05277004755214525
427,1,GPU-MPI,0.092521,640,8,0.05277518076977118
428,1,GPU-MPI,0.092528,640,8,0.05277118818087498
429,1,GPU-MPI,0.092537,640,8,0.052766055739866216
430,1,GPU-MPI,0.092525,640,8,0.05277289921642799
431,1,GPU-MPI,0.092526,640,8,0.052772328858915335
432,1,GPU-MPI,0.09252,640,8,0.05277575118893212
433,1,GPU-MPI,0.092583,640,8,0.052739838847304585
434,1,GPU-MPI,0.092569,640,8,0.052747815143298515
435,1,GPU-MPI,0.092542,640,8,0.05276320481511098
436,1,GPU-MPI,0.092535,640,8,0.05276719619603393
437,1,GPU-MPI,0.092557,640,8,0.052754653888954915
438,1,GPU-MPI,0.092524,640,8,0.05277346958626951
439,1,GPU-MPI,0.09252,640,8,0.05277575118893212
440,1,GPU-MPI,0.092515,640,8,0.05277860346970761
441,1,GPU-MPI,0.092515,640,8,0.05277860346970761
442,1,GPU-MPI,0.092524,640,8,0.05277346958626951
443,1,GPU-MPI,0.09252,640,8,0.05277575118893212
444,1,GPU-MPI,0.092519,640,8,0.05277632162042391
445,1,GPU-MPI,0.092512,640,8,0.05278031498616396
446,1,GPU-MPI,0.092543,640,8,0.05276263466712772
447,1,GPU-MPI,0.092524,640,8,0.05277346958626951
448,1,GPU-MPI,0.092525,640,8,0.05277289921642799
449,1,GPU-MPI,0.092559,640,8,0.05275351397487008
450,1,GPU-MPI,0.092503,640,8,0.05278545020161508
451,1,GPU-MPI,0.092518,640,8,0.052776892064246954
452,1,GPU-MPI,0.092519,640,8,0.05277632162042391
453,1,GPU-MPI,0.092517,640,8,0.052777462520401656
454,1,GPU-MPI,0.092501,640,8,0.05278659149630815
455,1,GPU-MPI,0.092524,640,8,0.05277346958626951
456,1,GPU-MPI,0.092523,640,8,0.05277403996844028
457,1,GPU-MPI,0.092522,640,8,0.05277461036294071
458,1,GPU-MPI,0.092522,640,8,0.05277461036294071
459,1,GPU-MPI,0.092528,640,8,0.05277118818087498
460,1,GPU-MPI,0.09252,640,8,0.05277575118893212
